rank,finalWorth,personName,age,country,city,source,industries,selfMade,gender,birthYear,birthMonth,cpi_country,gdp_country,tertiary_education,primary_education,life_expectancy,total_tax_rate,population_country,latitude,longitude
818,3.5,Patrick Lee,81.0,Hong Kong,Hong Kong,Paper,Manufacturing,True,M,1942.0,1.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
818,3.5,Leng Youbin,54.0,China,Beijing,Infant formula,Food & Beverage,True,M,1969.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
818,3.5,Daniel Loeb,61.0,United States,New York,Hedge funds,Finance & Investments,True,M,1961.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
818,3.5,Margarita Louis-Dreyfus & family,60.0,Switzerland,Davos,Commodities,Food & Beverage,False,F,1962.0,6.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
818,3.5,Prasert Prasarttong-Osoth,90.0,Thailand,Bangkok,Hospitals,Healthcare,True,M,1933.0,3.0,113.27,"$543,649,976,166 ",49.3,99.8,76.9,29.5,69.625582,15.870032,100.992541
818,3.5,Ira Rennert,88.0,United States,New York,Investments,Finance & Investments,True,M,1934.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
818,3.5,Dirk Rossmann & family,76.0,Germany,Lower-Saxony,Drugstores,Fashion & Retail,True,M,1946.0,9.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
818,3.5,Arkady Rotenberg,71.0,Russia,Moscow,"Construction, pipes, banking",Construction & Engineering,True,M,1951.0,12.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
818,3.5,Remo Ruffini,61.0,Italy,Como,Winter jackets,Fashion & Retail,True,M,1961.0,8.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
818,3.5,Karin Sartorius-Herbst,,Germany,Northeim,Biopharmaceuticals,Healthcare,False,F,,,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
818,3.5,Vivek Chaand Sehgal,66.0,India,Delhi,Auto parts,Automotive,True,M,1956.0,9.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
818,3.5,Scott Shleifer,45.0,United States,New York,Private equity,Finance & Investments,True,M,1977.0,6.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
818,3.5,Thomas Siebel,70.0,United States,Woodside,Business software,Technology,True,M,1952.0,11.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
818,3.5,Wim van der Leegte & family,75.0,Netherlands,Eindhoven,Manufacturing,Manufacturing,False,M,1947.0,8.0,115.91,"$909,070,395,161 ",85.0,104.2,81.8,41.2,17.33285,52.132633,5.291266
818,3.5,Xiao Yongming & family,58.0,China,Beijing,Fertilizer,Diversified,True,M,1964.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
818,3.5,Michael Xie,54.0,United States,Los Altos Hills,Cybersecurity,Technology,True,M,1969.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
818,3.5,Yang Shaopeng,65.0,China,Qingdao,Shipping,Logistics,True,M,1958.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
818,3.5,Nicoletta Zampillo,65.0,Monaco,Monaco,Eyeglasses,Fashion & Retail,False,F,1958.0,3.0,,"$7,184,844,193 ",,,,,0.038964,43.7384176,7.4246158
818,3.5,Barry Zekelman,56.0,Canada,Windsor,Steel,Manufacturing,False,M,1967.0,1.0,116.76,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,36.991981,56.130366,-106.346771
852,3.4,William Ackman,56.0,United States,New York,Hedge funds,Finance & Investments,True,M,1966.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
852,3.4,Somphote Ahunai,55.0,Thailand,Bangkok,Renewable energy,Energy,True,M,1967.0,6.0,113.27,"$543,649,976,166 ",49.3,99.8,76.9,29.5,69.625582,15.870032,100.992541
852,3.4,Igor Altushkin,52.0,Russia,Yekaterinburg,Metals,Metals & Mining,True,M,1970.0,9.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
852,3.4,Ramon Ang,69.0,Philippines,Manila,Diversified,Food & Beverage,True,M,1954.0,1.0,129.61,"$376,795,508,680 ",35.5,107.5,71.1,43.1,108.116615,12.879721,121.774017
852,3.4,Acharya Balkrishna,50.0,India,Haridwar,Consumer goods,Food & Beverage,True,M,1972.0,7.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
852,3.4,Markus Blocher,52.0,Switzerland,Wilen bei Wollerau,Chemicals,Manufacturing,False,M,1971.0,1.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
852,3.4,Richard Branson,72.0,British Virgin Islands,Necker Island,Virgin,Diversified,True,M,1950.0,7.0,,,,,,,,,
852,3.4,Cho Jung-ho,64.0,South Korea,Seoul,Finance,Finance & Investments,False,M,1958.0,10.0,115.16,"$2,029,000,000,000 ",94.3,98.1,82.6,33.2,51.709098,35.907757,127.766922
852,3.4,Alessandra Garavoglia,63.0,Italy,Milan,Spirits,Food & Beverage,False,F,1960.0,2.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
852,3.4,Laurence Graff & family,84.0,Switzerland,Gstaad,Diamond jewelry,Fashion & Retail,True,M,1938.0,6.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
852,3.4,"Amos Hostetter, Jr.",86.0,United States,Boston,Cable television,Media & Entertainment,True,M,1937.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
852,3.4,Robert Johnson,75.0,United States,Palm Beach,"Johnson & Johnson, sports",Sports,False,M,1947.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
852,3.4,Steven Klinsky,66.0,United States,New York,Investments,Finance & Investments,True,M,1956.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
852,3.4,William Lauder,62.0,United States,New York,Estee Lauder,Fashion & Retail,False,M,1960.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
852,3.4,John Middleton,68.0,United States,Bryn Mawr,Tobacco,Food & Beverage,False,M,1955.0,3.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
852,3.4,Hiroshi Mikitani,58.0,Japan,Tokyo,Online retail,Fashion & Retail,True,M,1965.0,3.0,105.48,"$5,081,769,542,380 ",63.2,98.8,84.2,46.7,126.226568,36.204824,138.252924
852,3.4,Bob Parsons,72.0,United States,Scottsdale,Web hosting,Technology,True,M,1950.0,11.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
852,3.4,J. Joe Ricketts & family,81.0,United States,Little Jackson Hole,TD Ameritrade,Finance & Investments,True,M,1941.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
852,3.4,Herb Simon,88.0,United States,Indianapolis,Real estate,Real Estate,True,M,1934.0,10.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
852,3.4,Leena Tewari,65.0,India,Mumbai,Pharmaceuticals,Healthcare,False,F,1957.0,9.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
852,3.4,Stefan von Holtzbrinck,59.0,Germany,Stuttgart,Publishing,Media & Entertainment,False,M,1963.0,5.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
852,3.4,Hans Peter Wild,81.0,Switzerland,Zug,Flavorings,Food & Beverage,False,M,1941.0,6.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
852,3.4,Wu Guanjiang & family,54.0,China,Chongqing,Pharmaceuticals,Healthcare,True,M,1968.0,12.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
852,3.4,Yi Zheng,52.0,China,Hangzhou,Software,Technology,True,M,1970.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
852,3.4,Eric Yuan & family,53.0,United States,Santa Clara,Zoom Video Communications,Technology,True,M,1970.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
852,3.4,Charles Zegar,75.0,United States,New York,Bloomberg LP,Media & Entertainment,True,M,1948.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
878,3.3,Mohed Altrad,75.0,France,Montpellier,"Scaffolding, cement mixers",Construction & Engineering,True,M,1948.0,3.0,110.05,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,67.059887,46.227638,2.213749
878,3.3,John Arnold,49.0,United States,Houston,Hedge funds,Finance & Investments,True,M,1974.0,3.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
878,3.3,Bill Austin,81.0,United States,Brownsville,Hearing aids,Manufacturing,True,M,1942.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
878,3.3,Chen Shibin,56.0,China,Lianyungang,Quartz products,Manufacturing,True,M,1966.0,11.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
878,3.3,Bennett Dorrance,77.0,United States,Paradise Valley,Campbell Soup,Food & Beverage,False,M,1946.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
878,3.3,Walter Faria,68.0,Brazil,Rio de Janeiro,Beer,Food & Beverage,True,M,1955.0,4.0,167.4,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,212.559417,-14.235004,-51.92528
878,3.3,Walter Frey,79.0,Switzerland,Küsnacht,Car dealerships,Automotive,False,M,1943.0,7.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
878,3.3,Fu Liquan & family,55.0,China,Hangzhou,Surveillance equipment,Technology,True,M,1967.0,8.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
878,3.3,John Gandel,88.0,Australia,Melbourne,Shopping malls,Real Estate,False,M,1934.0,8.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
878,3.3,Peter Gilgan,72.0,Canada,Oakville,Homebuilding,Construction & Engineering,True,M,1951.0,1.0,116.76,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,36.991981,56.130366,-106.346771
878,3.3,Kwek Leng Beng,82.0,Singapore,Singapore,Diversified,Diversified,False,M,1941.0,1.0,114.41,"$372,062,527,489 ",84.8,100.6,83.1,21.0,5.703569,1.352083,103.819836
878,3.3,Pablo Legorreta,59.0,United States,Sag Harbor,Investments,Finance & Investments,True,M,1963.0,10.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
878,3.3,Arnon Milchan,78.0,Israel,Tel Aviv,Movie making,Media & Entertainment,True,M,1944.0,12.0,108.15,"$395,098,666,122 ",63.4,104.9,82.8,25.3,9.0533,31.046051,34.851612
878,3.3,Akio Nitori,79.0,Japan,Hokkaido,Home furnishings,Fashion & Retail,True,M,1944.0,3.0,105.48,"$5,081,769,542,380 ",63.2,98.8,84.2,46.7,126.226568,36.204824,138.252924
878,3.3,Julio Ponce Lerou,77.0,Chile,Santiago,Fertilizer,Metals & Mining,True,M,1945.0,11.0,131.91,"$282,318,159,745 ",88.5,101.4,80.0,34.0,18.952038,-35.675147,-71.542969
878,3.3,Rodger Riney & family,77.0,United States,St. Louis,Discount brokerage,Finance & Investments,True,M,1946.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
878,3.3,Phil Ruffin,88.0,United States,Las Vegas,"Casinos, real estate",Diversified,True,M,1935.0,3.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
878,3.3,Naguib Sawiris,68.0,Egypt,Cairo,Telecom,Telecom,False,M,1954.0,6.0,288.57,"$303,175,127,598 ",35.2,106.3,71.8,44.4,100.388073,26.820553,30.802498
878,3.3,Neil Shen,55.0,China,Hong Kong,Venture capital,Finance & Investments,True,M,1967.0,12.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
878,3.3,Gil Shwed,54.0,Israel,Tel Aviv,Software,Technology,True,M,1968.0,6.0,108.15,"$395,098,666,122 ",63.4,104.9,82.8,25.3,9.0533,31.046051,34.851612
878,3.3,Stephen Smith,71.0,Canada,Toronto,Finance and investments,Finance & Investments,True,M,1951.0,6.0,116.76,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,36.991981,56.130366,-106.346771
878,3.3,Nik Storonsky,38.0,United Kingdom,London,Fintech,Finance & Investments,True,M,1984.0,7.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
878,3.3,Jeffrey Talpins,48.0,United States,Larchmont,Hedge fund,Finance & Investments,True,M,1975.0,3.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
878,3.3,Carl Thoma,74.0,United States,Dallas,Investments,Finance & Investments,True,M,1948.0,10.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
878,3.3,Todd Wanek,59.0,United States,St. Petersburg,Furniture,Manufacturing,False,M,1964.0,3.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
878,3.3,Xue Hua,53.0,China,Guangzhou,Agribusiness,Manufacturing,True,M,,,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
878,3.3,Takao Yasuda,73.0,Singapore,Singapore,Retail,Fashion & Retail,True,M,1949.0,5.0,114.41,"$372,062,527,489 ",84.8,100.6,83.1,21.0,5.703569,1.352083,103.819836
905,3.2,Karen Virginia Beckmann Legoretta,53.0,,,Tequila,Food & Beverage,False,F,,,,,,,,,,,
905,3.2,Giuliana Benetton,85.0,Italy,Treviso,"Fashion retail, investments",Fashion & Retail,True,F,1937.0,7.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
905,3.2,Luciano Benetton,87.0,Italy,Ponzano Veneto,"Fashion retail, investments",Fashion & Retail,True,M,1935.0,5.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
905,3.2,Arun Bharat Ram,82.0,India,Delhi,Chemicals,Manufacturing,False,M,1940.0,11.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
905,3.2,Ron Burkle,70.0,United Kingdom,London,"Supermarkets, investments",Finance & Investments,True,M,1952.0,11.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
905,3.2,Chen Kaixuan,64.0,China,Guangzhou,Household chemicals,Manufacturing,True,M,1958.0,5.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
905,3.2,Brunello Cucinelli & family,69.0,Italy,Solomeo,Fashion,Fashion & Retail,True,M,1953.0,9.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
905,3.2,Antonio Del Valle Ruiz & family,84.0,Mexico,Mexico City,Chemicals,Manufacturing,True,M,1938.0,8.0,141.54,"$1,258,286,717,125 ",40.2,105.8,75.0,55.1,126.014024,23.634501,-102.552784
905,3.2,Gustavo Denegri & family,86.0,Italy,torino,Biotech,Healthcare,True,M,1937.0,3.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
905,3.2,Dong Jinggui,53.0,China,Wuxi,Electric scooters,Automotive,True,M,,,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
905,3.2,Charles Ergen,70.0,United States,Denver,Satellite TV,Media & Entertainment,True,M,1953.0,3.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
905,3.2,David Filo,56.0,United States,Palo Alto,Yahoo,Technology,True,M,1966.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
905,3.2,Lindsay Fox,85.0,Australia,Melbourne,"Logistics, real estate",Logistics,True,M,1937.0,4.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
905,3.2,Sergei Galitsky,55.0,Russia,Krasnodar,Retail,Fashion & Retail,True,M,1967.0,8.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
905,3.2,Senapathy Gopalakrishnan,67.0,India,Bangalore,Software services,Technology,True,M,1955.0,4.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
905,3.2,Luciano Hang,60.0,Brazil,Brusque,Department stores,Fashion & Retail,True,M,1962.0,10.0,167.4,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,212.559417,-14.235004,-51.92528
905,3.2,Michael Hintze,69.0,United Kingdom,London,Investment,Finance & Investments,True,M,1953.0,7.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
905,3.2,Hu Baifan,60.0,China,Shaoxing,Pharmaceuticals,Healthcare,True,M,1962.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
905,3.2,Hamilton James & family,71.0,United States,New York,Investments,Finance & Investments,True,M,1951.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
905,3.2,Lee Boo-jin,52.0,South Korea,Seoul,Samsung,Technology,False,F,1970.0,10.0,115.16,"$2,029,000,000,000 ",94.3,98.1,82.6,33.2,51.709098,35.907757,127.766922
905,3.2,Li Liangbin,55.0,China,Xinyu,Lithium,Manufacturing,True,M,1967.0,9.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
905,3.2,Liang Feng,54.0,China,Shanghai,Manufacturing,Manufacturing,True,M,1968.0,11.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
905,3.2,Samir Mehta,59.0,India,Ahmedabad,"Pharmaceuticals, power",Healthcare,False,M,1963.0,9.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
905,3.2,Sudhir Mehta,68.0,India,Ahmedabad,"Pharmaceuticals, power",Healthcare,False,M,1954.0,4.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
905,3.2,Aristotelis Mistakidis,61.0,Switzerland,Zug,"Mining, commodities",Metals & Mining,True,M,1961.0,11.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
905,3.2,Geoffrey Palmer,72.0,United States,Beverly Hills,Real estate,Real Estate,False,M,1950.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
905,3.2,Roger Penske,86.0,United States,Birmingham,Cars,Automotive,True,M,1937.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
905,3.2,Ravi Pillai,69.0,United Arab Emirates,Dubai,Construction,Construction & Engineering,True,M,1953.0,9.0,114.52,"$421,142,267,938 ",36.8,108.4,77.8,15.9,9.770529,23.424076,53.847818
905,3.2,David Rubenstein,73.0,United States,Bethesda,Private equity,Finance & Investments,True,M,1949.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
905,3.2,Hilton Schlosberg,70.0,United States,Irvine,Energy drinks,Food & Beverage,True,M,1953.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
905,3.2,Klaus-Peter Schulenberg,71.0,Germany,Bremen,Ticketing service,Service,True,M,1951.0,7.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
905,3.2,Lynn Schusterman & family,84.0,United States,Tulsa,"Oil & gas, investments",Energy,False,F,1939.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
905,3.2,Isabella Seràgnoli,77.0,Italy,Bologna,Packaging,Manufacturing,False,F,1945.0,12.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
905,3.2,Shen Guojun,60.0,China,Beijing,Retail,Fashion & Retail,True,M,1962.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
905,3.2,Warren Stephens,66.0,United States,Little Rock,Investment banking,Finance & Investments,False,M,1957.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
905,3.2,Pat Stryker,66.0,United States,Fort Collins,Medical equipment,Healthcare,False,F,1956.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
905,3.2,Roman Trotsenko,52.0,Russia,Moscow,"Transport, engineering, real estate",Logistics,True,M,1970.0,9.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
905,3.2,Harald Tschira,48.0,Germany,Heidelberg,Software,Technology,False,M,1974.0,4.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
905,3.2,Udo Tschira,53.0,Germany,Wiesloch,Software,Technology,False,M,1969.0,9.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
905,3.2,Vincent Viola,67.0,United States,New York,Electronic trading,Finance & Investments,True,M,1956.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
905,3.2,Wu Shaoxun,67.0,China,Daye,Wine,Food & Beverage,True,M,1956.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
905,3.2,Steve Wynn,81.0,United States,Palm Beach,"Casinos, hotels",Gambling & Casinos,True,M,1942.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
905,3.2,Jon Yarbrough,65.0,United States,Franklin,Video games,Gambling & Casinos,True,M,1957.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
905,3.2,Zhou Bajin,87.0,China,Changzhou,Auto parts,Manufacturing,True,M,1935.0,5.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
949,3.1,Cho Tak Wong,76.0,China,Fuqing,Auto parts,Manufacturing,True,M,1946.0,5.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
949,3.1,John Coates,53.0,United Kingdom,Stoke-On-Trent,Online gambling,Gambling & Casinos,True,M,1970.0,1.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
949,3.1,Ryan Cohen,37.0,United States,Bal Harbour,Investments,Finance & Investments,True,M,1985.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
949,3.1,Deng Wen,55.0,China,Chengdu,Flavorings,Food & Beverage,True,M,1968.0,3.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
949,3.1,Gurbachan Singh Dhingra,72.0,India,Delhi,Paints,Manufacturing,True,M,1950.0,4.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
949,3.1,Kuldip Singh Dhingra,75.0,India,Delhi,Paints,Manufacturing,True,M,1947.0,9.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
949,3.1,Martin Ebner,77.0,Switzerland,Wilen,Investments,Finance & Investments,True,M,1945.0,8.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
949,3.1,Charles Edelstenne,85.0,France,Paris,Aviation,Manufacturing,True,M,1938.0,1.0,110.05,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,67.059887,46.227638,2.213749
